nodenumber,x,y,p,pressure-coefficient,dynamic-pressure,absolute-pressure,total-pressure,velocity-magnitude,u,v
     19304, 4.988286869E-01, 2.408444288E+00,-2.938949651E+00,-2.132571175E-02, 1.401876759E+02, 1.013220611E+05, 1.372487262E+02, 1.512870759E+01, 1.512870634E+01,-2.717169172E-03
     19305,-5.018999666E-01, 2.408537013E+00,-2.408619447E+00,-1.747751073E-02, 1.396561111E+02, 1.013225914E+05, 1.372474916E+02, 1.509999815E+01, 1.509991052E+01, 5.119337430E-02
     19306, 4.917311234E+00, 2.408614469E+00,-5.419634092E-01,-3.932614307E-03, 1.377881688E+02, 1.013244580E+05, 1.372462054E+02, 1.499867576E+01, 1.499864061E+01,-3.244561041E-02
     19307, 2.983492106E-01, 2.409129373E+00,-2.919109991E+00,-2.118175050E-02, 1.401676261E+02, 1.013220809E+05, 1.372485161E+02, 1.512762569E+01, 1.512762104E+01, 1.055915171E-02
     19308, 7.293495575E+00, 2.409375619E+00,-2.398663720E-01,-1.740526962E-03, 1.374846964E+02, 1.013247601E+05, 1.372448301E+02, 1.498214969E+01, 1.498214232E+01,-1.485075853E-02
     19309,-2.092288363E+00, 2.409707635E+00,-1.151024845E+00,-8.352107717E-03, 1.383967222E+02, 1.013238490E+05, 1.372456974E+02, 1.503176060E+01, 1.503167588E+01, 5.040048760E-02
     19310, 3.699190405E+00, 2.409714420E+00,-8.758777247E-01,-6.355575327E-03, 1.381226615E+02, 1.013241241E+05, 1.372467837E+02, 1.501686996E+01, 1.501679510E+01,-4.737468428E-02
     19311,-7.070728296E-01, 2.410255941E+00,-2.215092999E+00,-1.607323718E-02, 1.394625539E+02, 1.013227849E+05, 1.372474609E+02, 1.508953073E+01, 1.508942556E+01, 5.615176172E-02
     19312, 9.759123956E-02, 2.410544262E+00,-2.847549835E+00,-2.066249314E-02, 1.400950256E+02, 1.013221525E+05, 1.372474757E+02, 1.512370755E+01, 1.512368891E+01, 2.312785687E-02
     19313, 7.092058576E+00, 2.411957990E+00,-2.565793298E-01,-1.861800126E-03, 1.375006912E+02, 1.013247434E+05, 1.372441118E+02, 1.498302116E+01, 1.498301277E+01,-1.584884700E-02
     19314,-1.021097778E-01, 2.413309401E+00,-2.729846617E+00,-1.980841083E-02, 1.399772256E+02, 1.013222702E+05, 1.372473790E+02, 1.511734787E+01, 1.511730819E+01, 3.426738249E-02
     19315,-3.004499670E-01, 2.413853339E+00,-2.581914281E+00,-1.873497891E-02, 1.398287160E+02, 1.013224181E+05, 1.372468017E+02, 1.510932645E+01, 1.510926285E+01, 4.355601409E-02
     19316, 5.114900546E+00, 2.414117966E+00,-5.052136706E-01,-3.665949537E-03, 1.377495419E+02, 1.013244948E+05, 1.372443282E+02, 1.499657328E+01, 1.499654251E+01,-3.036096288E-02
     19317,-1.889482464E+00, 2.414379116E+00,-1.264145487E+00,-9.172937774E-03, 1.385081614E+02, 1.013237359E+05, 1.372440159E+02, 1.503781125E+01, 1.503771580E+01, 5.350149344E-02
     19318, 6.891105713E+00, 2.415133356E+00,-2.745434507E-01,-1.992152024E-03, 1.375177603E+02, 1.013247255E+05, 1.372432169E+02, 1.498395112E+01, 1.498394156E+01,-1.691181721E-02
     19319, 1.313471217E+00, 2.415561425E+00,-2.520650985E+00,-1.829043799E-02, 1.397666340E+02, 1.013224793E+05, 1.372459830E+02, 1.510597204E+01, 1.510589711E+01,-4.734724767E-02
     19320, 5.311552838E+00, 2.416699028E+00,-4.712651364E-01,-3.419610967E-03, 1.377146513E+02, 1.013245287E+05, 1.372433862E+02, 1.499467392E+01, 1.499464691E+01,-2.844425361E-02
     19321, 3.123300921E+00, 2.417872389E+00,-1.129165450E+00,-8.193490796E-03, 1.383744308E+02, 1.013238708E+05, 1.372452653E+02, 1.503054999E+01, 1.503044924E+01,-5.498249209E-02
     19322, 1.292552370E+01, 2.418038603E+00,-2.945513681E-02,-2.137334190E-04, 1.372700629E+02, 1.013249705E+05, 1.372406077E+02, 1.497045045E+01, 1.497045014E+01,-3.016585834E-03
     19323, 5.509077387E+00, 2.418561300E+00,-4.397222479E-01,-3.190728330E-03, 1.376825508E+02, 1.013245603E+05, 1.372428286E+02, 1.499292623E+01, 1.499290254E+01,-2.663547932E-02
     19324, 6.691200484E+00, 2.418603264E+00,-2.937884575E-01,-2.131798331E-03, 1.375360278E+02, 1.013247062E+05, 1.372422393E+02, 1.498494630E+01, 1.498493543E+01,-1.804106091E-02
     19325,-1.690971712E+00, 2.418815923E+00,-1.388929146E+00,-1.007839743E-02, 1.386322255E+02, 1.013236111E+05, 1.372432963E+02, 1.504454448E+01, 1.504443924E+01, 5.618771638E-02
     19326,-9.083010141E-01, 2.419985378E+00,-2.025740531E+00,-1.469925102E-02, 1.392702398E+02, 1.013229743E+05, 1.372444992E+02, 1.507912338E+01, 1.507900911E+01, 5.856337950E-02
     19327, 3.503596939E+00, 2.420897915E+00,-9.547535430E-01,-6.927916865E-03, 1.381982916E+02, 1.013240452E+05, 1.372435380E+02, 1.502098068E+01, 1.502089797E+01,-4.980446359E-02
     19328, 1.510313510E+00, 2.421561562E+00,-2.348745019E+00,-1.704304776E-02, 1.395917117E+02, 1.013226513E+05, 1.372429666E+02, 1.509651645E+01, 1.509642106E+01,-5.348648350E-02
     19329, 2.289303215E+00, 2.421660203E+00,-1.669744686E+00,-1.211606121E-02, 1.389118815E+02, 1.013233303E+05, 1.372421368E+02, 1.505971104E+01, 1.505958241E+01,-6.215668643E-02
     19330, 5.706780175E+00, 2.422015966E+00,-4.109679924E-01,-2.982080670E-03, 1.376526233E+02, 1.013245890E+05, 1.372416553E+02, 1.499129667E+01, 1.499127591E+01,-2.492980718E-02
     19331,-1.494087596E+00, 2.422017556E+00,-1.529046249E+00,-1.109512018E-02, 1.387716119E+02, 1.013234710E+05, 1.372425657E+02, 1.505210570E+01, 1.505199251E+01, 5.827814687E-02
     19332,-2.288942717E+00, 2.422055448E+00,-1.057699045E+00,-7.674913707E-03, 1.383005955E+02, 1.013239423E+05, 1.372428964E+02, 1.502653942E+01, 1.502646648E+01, 4.675403968E-02
     19333, 6.492466316E+00, 2.422065907E+00,-3.143740491E-01,-2.281172238E-03, 1.375556399E+02, 1.013246856E+05, 1.372412659E+02, 1.498601467E+01, 1.498600230E+01,-1.924054616E-02
     19334, 1.706405782E+00, 2.422720085E+00,-2.173156168E+00,-1.576893364E-02, 1.394153827E+02, 1.013228268E+05, 1.372422265E+02, 1.508697879E+01, 1.508686694E+01,-5.794395327E-02
     19335, 1.903105040E+00, 2.423013217E+00,-1.996444600E+00,-1.448667284E-02, 1.392382970E+02, 1.013230036E+05, 1.372418524E+02, 1.507739406E+01, 1.507727106E+01,-6.077912243E-02
     19336, 1.256198958E+01, 2.423410743E+00,-3.573907418E-02,-2.593311505E-04, 1.372749150E+02, 1.013249643E+05, 1.372391760E+02, 1.497071502E+01, 1.497071467E+01,-3.230137242E-03
     19337, 3.313440550E+00, 2.423994541E+00,-1.038416788E+00,-7.534997104E-03, 1.382813551E+02, 1.013239616E+05, 1.372429383E+02, 1.502549413E+01, 1.502540289E+01,-5.231821501E-02
     19338, 2.097887215E+00, 2.424483054E+00,-1.825401438E+00,-1.324554331E-02, 1.390670395E+02, 1.013231746E+05, 1.372416381E+02, 1.506811908E+01, 1.506799125E+01,-6.196619547E-02
     19339,-1.298436546E+00, 2.424505241E+00,-1.683214198E+00,-1.221379917E-02, 1.389251777E+02, 1.013233168E+05, 1.372419635E+02, 1.506043170E+01, 1.506031393E+01, 5.945679905E-02
     19340,-1.103867618E+00, 2.424666434E+00,-1.848580280E+00,-1.341373446E-02, 1.390909067E+02, 1.013231514E+05, 1.372423264E+02, 1.506941199E+01, 1.506929371E+01, 5.959117685E-02
     19341, 6.295056313E+00, 2.424868531E+00,-3.363122293E-01,-2.440360847E-03, 1.375768083E+02, 1.013246637E+05, 1.372404961E+02, 1.498716772E+01, 1.498715366E+01,-2.051669049E-02
     19342, 5.903199128E+00, 2.425330100E+00,-3.844005404E-01,-2.789300973E-03, 1.376249295E+02, 1.013246156E+05, 1.372405290E+02, 1.498978857E+01, 1.498977037E+01,-2.334558605E-02
     19343, 6.098829858E+00, 2.426254432E+00,-3.596416152E-01,-2.609644373E-03, 1.375997945E+02, 1.013246404E+05, 1.372401529E+02, 1.498841969E+01, 1.498840370E+01,-2.187967106E-02
     19344,-2.445519177E+00, 2.447320640E+00,-9.995788530E-01,-7.253179886E-03, 1.382330074E+02, 1.013240004E+05, 1.372334285E+02, 1.502286727E+01, 1.502280492E+01, 4.324355039E-02
     19345,-2.741397266E+00, 2.490189781E+00,-9.045508375E-01,-6.563634195E-03, 1.381245018E+02, 1.013240954E+05, 1.372199510E+02, 1.501697003E+01, 1.501692412E+01, 3.707632300E-02
     19346,-3.093446027E+00, 2.496531529E+00,-8.067762747E-01,-5.854158910E-03, 1.380257112E+02, 1.013241932E+05, 1.372189349E+02, 1.501159881E+01, 1.501156696E+01, 3.087046535E-02
     19347,-3.440604725E+00, 2.498420736E+00,-7.316848728E-01,-5.309277989E-03, 1.379502900E+02, 1.013242683E+05, 1.372186051E+02, 1.500749688E+01, 1.500747616E+01, 2.488347094E-02
     19348, 1.413409672E+01, 2.499439014E+00,-1.184761038E-02,-8.596905489E-05, 1.372289855E+02, 1.013249882E+05, 1.372171379E+02, 1.496821037E+01, 1.496821016E+01,-2.495357097E-03
     19349, 1.448000680E+01, 2.499507679E+00,-6.999788471E-03,-5.079211589E-05, 1.372241078E+02, 1.013249930E+05, 1.372171081E+02, 1.496794435E+01, 1.496794415E+01,-2.436880077E-03
     19350,-3.787588065E+00, 2.499724437E+00,-6.754129634E-01,-4.900955744E-03, 1.378934775E+02, 1.013243246E+05, 1.372180645E+02, 1.500440628E+01, 1.500439407E+01, 1.908493269E-02
     19351, 1.482660854E+01, 2.499865338E+00,-2.230500454E-03,-1.618503731E-05, 1.372190861E+02, 1.013249978E+05, 1.372168556E+02, 1.496767047E+01, 1.496767028E+01,-2.407459453E-03
     19352,-4.134271182E+00, 2.499965013E+00,-6.352781950E-01,-4.609728399E-03, 1.378531641E+02, 1.013243647E+05, 1.372178859E+02, 1.500221284E+01, 1.500220672E+01, 1.348193465E-02
     19353,-4.480604399E+00, 2.499989215E+00,-6.095487737E-01,-4.423029651E-03, 1.378273629E+02, 1.013243905E+05, 1.372178141E+02, 1.500080884E+01, 1.500080664E+01, 8.027802359E-03
     19354,-4.826867342E+00, 2.500004831E+00,-5.969564899E-01,-4.331657069E-03, 1.378147446E+02, 1.013244030E+05, 1.372177881E+02, 1.500012216E+01, 1.500012186E+01, 2.764637733E-03
     19355, 1.378913853E+01, 2.500622572E+00,-1.683025156E-02,-1.221242744E-04, 1.372336157E+02, 1.013249832E+05, 1.372167855E+02, 1.496846289E+01, 1.496846267E+01,-2.582967188E-03
     19356, 1.236616945E+01, 2.502375196E+00,-4.031001428E-02,-2.924989698E-04, 1.372559088E+02, 1.013249597E+05, 1.372155988E+02, 1.496967862E+01, 1.496967826E+01,-3.287376005E-03
     19357, 1.344526298E+01, 2.503901266E+00,-2.201461807E-02,-1.597432603E-04, 1.372378014E+02, 1.013249780E+05, 1.372157868E+02, 1.496869116E+01, 1.496869092E+01,-2.699829180E-03
     19358, 1.310282774E+01, 2.511602148E+00,-2.746875810E-02,-1.993197867E-04, 1.372409423E+02, 1.013249725E+05, 1.372134735E+02, 1.496886245E+01, 1.496886218E+01,-2.843990425E-03
     19359, 1.274755651E+01, 2.532836543E+00,-3.363235878E-02,-2.440443267E-04, 1.372409677E+02, 1.013249664E+05, 1.372073353E+02, 1.496886383E+01, 1.496886352E+01,-3.014131015E-03
     19360, 1.217053579E+01, 2.543868750E+00,-4.458314131E-02,-3.235057873E-04, 1.372476910E+02, 1.013249554E+05, 1.372031078E+02, 1.496923049E+01, 1.496923011E+01,-3.394687647E-03
     19361,-2.559148625E+00, 2.560485119E+00,-9.908190829E-01,-7.189616928E-03, 1.381900161E+02, 1.013240092E+05, 1.371991970E+02, 1.502053096E+01, 1.502048065E+01, 3.882391897E-02
     19362, 1.198117896E+01, 2.562709733E+00,-4.869597201E-02,-3.533494568E-04, 1.372462658E+02, 1.013249513E+05, 1.371975699E+02, 1.496915278E+01, 1.496915236E+01,-3.529721227E-03
     19363, 1.179019945E+01, 2.568961077E+00,-5.287209274E-02,-3.836523736E-04, 1.372488120E+02, 1.013249471E+05, 1.371959399E+02, 1.496929163E+01, 1.496929117E+01,-3.691243587E-03
     19364, 2.808537104E+00, 2.569880309E+00,-1.332913778E+00,-9.671936715E-03, 1.385324439E+02, 1.013236671E+05, 1.371995301E+02, 1.503912932E+01, 1.503903272E+01,-5.382553324E-02
     19365, 1.159543240E+01, 2.570752104E+00,-5.727997542E-02,-4.156370099E-04, 1.372528119E+02, 1.013249427E+05, 1.371955320E+02, 1.496950975E+01, 1.496950925E+01,-3.874500968E-03
     19366, 2.598317712E+00, 2.571216937E+00,-1.462362268E+00,-1.061124548E-02, 1.386611011E+02, 1.013235376E+05, 1.371987388E+02, 1.504611119E+01, 1.504600976E+01,-5.516496518E-02
     19367, 1.139799693E+01, 2.571516624E+00,-6.194795397E-02,-4.495089630E-04, 1.372573105E+02, 1.013249381E+05, 1.371953626E+02, 1.496975507E+01, 1.496975452E+01,-4.076251039E-03
     19368, 1.119927183E+01, 2.572202331E+00,-6.688976869E-02,-4.853679361E-04, 1.372620844E+02, 1.013249331E+05, 1.371951947E+02, 1.497001540E+01, 1.497001478E+01,-4.295983837E-03
     19369, 1.099988388E+01, 2.572861578E+00,-7.211821556E-02,-5.233067795E-04, 1.372671455E+02, 1.013249279E+05, 1.371950273E+02, 1.497029138E+01, 1.497029070E+01,-4.534258431E-03
     19370, 1.080014369E+01, 2.573465882E+00,-7.764774118E-02,-5.634303215E-04, 1.372725215E+02, 1.013249224E+05, 1.371948738E+02, 1.497058453E+01, 1.497058376E+01,-4.791805584E-03
     19371, 1.060021154E+01, 2.573995266E+00,-8.349704211E-02,-6.058742285E-04, 1.372782386E+02, 1.013249165E+05, 1.371947415E+02, 1.497089627E+01, 1.497089541E+01,-5.069669191E-03
     19372, 1.040017546E+01, 2.574435160E+00,-8.968733299E-02,-6.507924389E-04, 1.372843227E+02, 1.013249103E+05, 1.371946354E+02, 1.497122802E+01, 1.497122706E+01,-5.369040952E-03
     19373, 1.020012029E+01, 2.574795877E+00,-9.624218103E-02,-6.983559621E-04, 1.372907953E+02, 1.013249038E+05, 1.371945531E+02, 1.497158094E+01, 1.497157986E+01,-5.691128013E-03
     19374, 1.000005902E+01, 2.575082113E+00,-1.031885224E-01,-7.487602530E-04, 1.372976819E+02, 1.013248968E+05, 1.371944934E+02, 1.497195643E+01, 1.497195521E+01,-6.037313960E-03
     19375, 9.799994107E+00, 2.575296717E+00,-1.105545963E-01,-8.022102227E-04, 1.373050101E+02, 1.013248894E+05, 1.371944555E+02, 1.497235599E+01, 1.497235462E+01,-6.409119256E-03
     19376, 9.599924757E+00, 2.575452904E+00,-1.183706225E-01,-8.589251522E-04, 1.373128065E+02, 1.013248816E+05, 1.371944359E+02, 1.497278106E+01, 1.497277951E+01,-6.808176699E-03
     19377, 9.399850689E+00, 2.575568983E+00,-1.266690320E-01,-9.191403679E-04, 1.373210983E+02, 1.013248733E+05, 1.371944292E+02, 1.497323313E+01, 1.497323138E+01,-7.236258199E-03
     19378, 9.199768124E+00, 2.575662920E+00,-1.354846533E-01,-9.831085952E-04, 1.373299153E+02, 1.013248645E+05, 1.371944306E+02, 1.497371382E+01, 1.497371184E+01,-7.695316704E-03
     19379, 8.999660596E+00, 2.575784471E+00,-1.448581449E-01,-1.051124861E-03, 1.373392841E+02, 1.013248551E+05, 1.371944259E+02, 1.497422457E+01, 1.497422233E+01,-8.187427205E-03
     19380, 4.406925014E+00, 2.575850637E+00,-6.926020571E-01,-5.025683861E-03, 1.378886140E+02, 1.013243074E+05, 1.371960119E+02, 1.500414163E+01, 1.500409868E+01,-3.587168256E-02
     19381, 8.799512188E+00, 2.575944542E+00,-1.548316777E-01,-1.123495167E-03, 1.373492438E+02, 1.013248452E+05, 1.371944121E+02, 1.497476752E+01, 1.497476498E+01,-8.714927704E-03
     19382, 8.599304058E+00, 2.576164765E+00,-1.654534206E-01,-1.200569038E-03, 1.373598366E+02, 1.013248345E+05, 1.371943832E+02, 1.497534496E+01, 1.497534208E+01,-9.280329032E-03
     19383, 8.399018232E+00, 2.576466845E+00,-1.767755967E-01,-1.282725418E-03, 1.373711090E+02, 1.013248232E+05, 1.371943334E+02, 1.497595943E+01, 1.497595616E+01,-9.886303418E-03
     19384, 4.204416098E+00, 2.576823230E+00,-7.487060616E-01,-5.432787748E-03, 1.379445382E+02, 1.013242513E+05, 1.371958321E+02, 1.500718397E+01, 1.500713549E+01,-3.811126087E-02
     19385, 8.198670374E+00, 2.576840992E+00,-1.888521642E-01,-1.370355840E-03, 1.373831177E+02, 1.013248111E+05, 1.371942656E+02, 1.497661400E+01, 1.497661029E+01,-1.053568566E-02
     19386, 4.609743085E+00, 2.576863563E+00,-6.418196798E-01,-4.657194955E-03, 1.378374868E+02, 1.013243582E+05, 1.371956671E+02, 1.500135972E+01, 1.500132185E+01,-3.368000240E-02
     19387, 7.998215182E+00, 2.577374146E+00,-2.017538846E-01,-1.463973766E-03, 1.373959087E+02, 1.013247982E+05, 1.371941548E+02, 1.497731117E+01, 1.497730696E+01,-1.123135493E-02
     19388, 7.797646263E+00, 2.578111247E+00,-2.155514420E-01,-1.564092096E-03, 1.374095403E+02, 1.013247844E+05, 1.371939889E+02, 1.497805414E+01, 1.497804934E+01,-1.197634242E-02
     19389, 4.002615965E+00, 2.578465345E+00,-8.104495281E-01,-5.880812902E-03, 1.380059809E+02, 1.013241896E+05, 1.371955313E+02, 1.501052581E+01, 1.501047133E+01,-4.040377689E-02
     19390, 8.023661773E-01, 2.579124804E+00,-2.689744368E+00,-1.951741945E-02, 1.398884834E+02, 1.013223103E+05, 1.371987390E+02, 1.511255533E+01, 1.511254316E+01,-1.864114949E-02
     19391, 7.596847670E+00, 2.579206066E+00,-2.303448132E-01,-1.671436286E-03, 1.374240679E+02, 1.013247697E+05, 1.371937230E+02, 1.497884589E+01, 1.497884044E+01,-1.277382130E-02
     19392, 1.005615217E+00, 2.579474298E+00,-2.602011622E+00,-1.888080996E-02, 1.398000734E+02, 1.013223980E+05, 1.371980618E+02, 1.510777903E+01, 1.510775138E+01,-2.855220607E-02
     19393, 4.811399051E+00, 2.580171978E+00,-5.964501100E-01,-4.327982658E-03, 1.377910072E+02, 1.013244035E+05, 1.371945571E+02, 1.499883024E+01, 1.499879695E+01,-3.157424697E-02
     19394, 6.003670038E-01, 2.580450386E+00,-2.737755227E+00,-1.986579757E-02, 1.399360502E+02, 1.013222622E+05, 1.371982950E+02, 1.511512448E+01, 1.511512173E+01,-7.907682515E-03
     19395, 3.014168060E+00, 2.580513849E+00,-1.220096993E+00,-8.853311516E-03, 1.384160933E+02, 1.013237799E+05, 1.371959963E+02, 1.503281254E+01, 1.503272368E+01,-5.162567788E-02
     19396, 7.395902632E+00, 2.580677826E+00,-2.462154071E-01,-1.786597058E-03, 1.374395664E+02, 1.013247538E+05, 1.371933510E+02, 1.497969052E+01, 1.497968431E+01,-1.362678261E-02
     19397, 3.801722030E+00, 2.581281288E+00,-8.785213725E-01,-6.374758258E-03, 1.380733618E+02, 1.013241215E+05, 1.371948404E+02, 1.501418977E+01, 1.501412891E+01,-4.270898579E-02
     19398, 3.994178005E-01, 2.581429132E+00,-2.743770412E+00,-1.990944517E-02, 1.399418102E+02, 1.013222562E+05, 1.371980398E+02, 1.511543556E+01, 1.511543454E+01, 3.177102706E-03
     19399, 1.987932343E-01, 2.582389686E+00,-2.707249295E+00,-1.964443933E-02, 1.399047928E+02, 1.013222928E+05, 1.371975435E+02, 1.511343629E+01, 1.511342911E+01, 1.402724927E-02
     19400, 7.194941044E+00, 2.582569550E+00,-2.632537237E-01,-1.910231102E-03, 1.374561138E+02, 1.013247367E+05, 1.371928601E+02, 1.498059225E+01, 1.498058518E+01,-1.453794488E-02
     19401, 2.394030613E+00, 2.583226501E+00,-1.597875887E+00,-1.159456426E-02, 1.387935160E+02, 1.013234021E+05, 1.371956402E+02, 1.505329361E+01, 1.505319118E+01,-5.545013147E-02
     19402, 1.208210765E+00, 2.583372498E+00,-2.479448474E+00,-1.799146285E-02, 1.396768799E+02, 1.013225206E+05, 1.371974314E+02, 1.510112113E+01, 1.510107575E+01,-3.678798521E-02
     19403,-1.494797314E-03, 2.583613741E+00,-2.630400224E+00,-1.908680435E-02, 1.398276624E+02, 1.013223696E+05, 1.371972621E+02, 1.510926971E+01, 1.510924988E+01, 2.408130247E-02
     19404,-4.017877745E-01, 2.583968724E+00,-2.387261762E+00,-1.732253432E-02, 1.395837914E+02, 1.013226127E+05, 1.371965296E+02, 1.509608822E+01, 1.509603425E+01, 4.015317343E-02
     19405, 5.011159096E+00, 2.584056520E+00,-5.553734052E-01,-4.029920401E-03, 1.377486529E+02, 1.013244446E+05, 1.371932795E+02, 1.499652489E+01, 1.499649565E+01,-2.959191593E-02
     19406,-6.034176700E-01, 2.584072935E+00,-2.234017048E+00,-1.621055455E-02, 1.394304105E+02, 1.013227660E+05, 1.371963935E+02, 1.508779190E+01, 1.508772196E+01, 4.576775216E-02
     19407,-2.013901305E-01, 2.584468507E+00,-2.520824838E+00,-1.829169951E-02, 1.397176588E+02, 1.013224792E+05, 1.371968339E+02, 1.510332533E+01, 1.510328903E+01, 3.284268513E-02
     19408,-1.991323865E+00, 2.584870856E+00,-1.251700054E+00,-9.082630780E-03, 1.384468162E+02, 1.013237483E+05, 1.371951161E+02, 1.503448080E+01, 1.503440724E+01, 4.696184475E-02
     19409, 6.994164375E+00, 2.584891516E+00,-2.815514381E-01,-2.043003633E-03, 1.374737965E+02, 1.013247184E+05, 1.371922450E+02, 1.498155579E+01, 1.498154775E+01,-1.550963288E-02
     19410,-2.188326253E+00, 2.584899237E+00,-1.152408239E+00,-8.362145953E-03, 1.383477944E+02, 1.013238476E+05, 1.371953862E+02, 1.502910329E+01, 1.502903793E+01, 4.425790296E-02
     19411,-2.376706185E+00, 2.584974576E+00,-1.069568348E+00,-7.761040170E-03, 1.382632511E+02, 1.013239304E+05, 1.371936827E+02, 1.502451055E+01, 1.502445361E+01, 4.130867429E-02
     19412, 3.602950361E+00, 2.585944348E+00,-9.533538429E-01,-6.917760312E-03, 1.381467903E+02, 1.013240466E+05, 1.371934365E+02, 1.501818155E+01, 1.501811414E+01,-4.495571735E-02
     19413, 5.209430638E+00, 2.587128507E+00,-5.178446277E-01,-3.757602741E-03, 1.377101244E+02, 1.013244822E+05, 1.371922797E+02, 1.499442747E+01, 1.499440177E+01,-2.773972828E-02
     19414,-8.046827750E-01, 2.587174824E+00,-2.073183117E+00,-1.504350561E-02, 1.392688172E+02, 1.013229268E+05, 1.371956341E+02, 1.507904647E+01, 1.507896494E+01, 4.944576980E-02
     19415, 6.793989952E+00, 2.587409039E+00,-3.011507835E-01,-2.185221105E-03, 1.374927255E+02, 1.013246988E+05, 1.371915747E+02, 1.498258717E+01, 1.498257803E+01,-1.654409646E-02
     19416,-1.792548089E+00, 2.587481819E+00,-1.362052751E+00,-9.883375971E-03, 1.385564447E+02, 1.013236379E+05, 1.371943919E+02, 1.504043207E+01, 1.504035116E+01, 4.926026071E-02
     19417, 3.212002646E+00, 2.587545830E+00,-1.122389460E+00,-8.144322611E-03, 1.383158527E+02, 1.013238776E+05, 1.371934632E+02, 1.502736823E+01, 1.502728696E+01,-4.937027308E-02
     19418, 1.408277731E+00, 2.588174228E+00,-2.340761581E+00,-1.698511804E-02, 1.395367573E+02, 1.013226592E+05, 1.371959957E+02, 1.509354467E+01, 1.509348206E+01,-4.329788039E-02
     19419, 3.406989650E+00, 2.589135719E+00,-1.034258617E+00,-7.504824435E-03, 1.382269429E+02, 1.013239657E+05, 1.371926843E+02, 1.502253767E+01, 1.502246353E+01,-4.715243956E-02
     19420, 5.407347554E+00, 2.589253419E+00,-4.831736956E-01,-3.506022281E-03, 1.376747592E+02, 1.013245168E+05, 1.371915855E+02, 1.499250200E+01, 1.499247941E+01,-2.600550129E-02
     19421, 2.196582640E+00, 2.589970584E+00,-1.738296760E+00,-1.261349123E-02, 1.389327006E+02, 1.013232617E+05, 1.371944039E+02, 1.506083951E+01, 1.506073811E+01,-5.517656173E-02
     19422, 6.594512252E+00, 2.589980673E+00,-3.221442628E-01,-2.337554741E-03, 1.375130352E+02, 1.013246779E+05, 1.371908909E+02, 1.498369371E+01, 1.498368331E+01,-1.764473227E-02
     19423,-1.594607086E+00, 2.590104287E+00,-1.484769122E+00,-1.077383490E-02, 1.386785377E+02, 1.013235152E+05, 1.371937686E+02, 1.504705722E+01, 1.504697030E+01, 5.106229441E-02
     19424,-1.003625387E+00, 2.590950704E+00,-1.915061203E+00,-1.389613571E-02, 1.391093711E+02, 1.013230849E+05, 1.371943099E+02, 1.507041225E+01, 1.507032377E+01, 5.152452081E-02
     19425, 1.606351451E+00, 2.590982465E+00,-2.191879292E+00,-1.590479305E-02, 1.393867675E+02, 1.013228081E+05, 1.371948882E+02, 1.508543048E+01, 1.508535271E+01,-4.829475578E-02
     19426, 5.605443640E+00, 2.591194507E+00,-4.511005951E-01,-3.273292300E-03, 1.376420674E+02, 1.013245489E+05, 1.371909668E+02, 1.499072186E+01, 1.499070202E+01,-2.436880866E-02
     19427,-1.397455173E+00, 2.591981580E+00,-1.618746552E+00,-1.174600672E-02, 1.388122053E+02, 1.013233813E+05, 1.371934588E+02, 1.505430708E+01, 1.505421641E+01, 5.215773986E-02
     19428, 2.000468465E+00, 2.591992998E+00,-1.885362128E+00,-1.368063222E-02, 1.390795080E+02, 1.013231146E+05, 1.371941458E+02, 1.506879458E+01, 1.506869706E+01,-5.410755363E-02
     19429, 1.803693572E+00, 2.591996514E+00,-2.038761343E+00,-1.479373310E-02, 1.392330381E+02, 1.013229612E+05, 1.371942767E+02, 1.507710942E+01, 1.507701968E+01,-5.189491559E-02
     19430, 6.395829632E+00, 2.592252443E+00,-3.445957897E-01,-2.500468315E-03, 1.375348935E+02, 1.013246554E+05, 1.371902978E+02, 1.498488453E+01, 1.498487270E+01,-1.881627114E-02
     19431,-1.200723740E+00, 2.592548891E+00,-1.762907264E+00,-1.279207085E-02, 1.389564170E+02, 1.013232371E+05, 1.371935097E+02, 1.506212492E+01, 1.506203355E+01, 5.236182307E-02
     19432, 5.803240930E+00, 2.593125560E+00,-4.216012638E-01,-3.059238196E-03, 1.376119091E+02, 1.013245784E+05, 1.371903079E+02, 1.498907949E+01, 1.498906207E+01,-2.283279283E-02
     19433, 6.197894164E+00, 2.593847890E+00,-3.685852444E-01,-2.674541456E-03, 1.375584953E+02, 1.013246314E+05, 1.371899101E+02, 1.498617022E+01, 1.498615677E+01,-2.006522060E-02
     19434, 6.000535342E+00, 2.594195303E+00,-3.941950119E-01,-2.860371969E-03, 1.375840928E+02, 1.013246058E+05, 1.371898977E+02, 1.498756450E+01, 1.498754919E+01,-2.140064288E-02
     19435,-3.266726429E+00, 2.597286894E+00,-7.975318746E-01,-5.787079362E-03, 1.379888956E+02, 1.013242025E+05, 1.371913638E+02, 1.500959666E+01, 1.500957286E+01, 2.667660890E-02
     19436, 1.430674649E+01, 2.598939695E+00,-9.717078647E-03,-7.050941422E-05, 1.371989810E+02, 1.013249903E+05, 1.371892639E+02, 1.496657392E+01, 1.496657373E+01,-2.385162561E-03
     19437,-2.916321407E+00, 2.599032910E+00,-8.856562907E-01,-6.426530908E-03, 1.380763353E+02, 1.013241143E+05, 1.371906791E+02, 1.501435146E+01, 1.501431643E+01, 3.237997165E-02
