nodenumber,x,y,p,pressure-coefficient,dynamic-pressure,absolute-pressure,total-pressure,velocity-magnitude,u,v
       134,-1.300057481E+00,-4.826934489E+00, 1.204552930E+00, 8.740520125E-03, 1.376585341E+02, 1.013262046E+05, 1.388630871E+02, 1.499161856E+01, 1.499161856E+01, 3.138434947E-04
       135,-2.100134869E+00,-4.826933952E+00, 1.168306123E+00, 8.477504750E-03, 1.376947829E+02, 1.013261683E+05, 1.388630890E+02, 1.499359225E+01, 1.499359224E+01, 5.098063803E-04
       136, 3.100014659E+00,-4.826933075E+00, 9.002984458E-01, 6.532777838E-03, 1.379627830E+02, 1.013259003E+05, 1.388630815E+02, 1.500817642E+01, 1.500817633E+01,-1.475947275E-03
       137, 4.999971109E-01,-4.826932817E+00, 1.192338808E+00, 8.651891579E-03, 1.376707482E+02, 1.013261923E+05, 1.388630870E+02, 1.499228363E+01, 1.499228362E+01,-4.867872702E-04
       138, 7.000018849E-01,-4.826932376E+00, 1.180963510E+00, 8.569349732E-03, 1.376821232E+02, 1.013261810E+05, 1.388630867E+02, 1.499290298E+01, 1.499290297E+01,-5.849741033E-04
       139,-1.000179735E-01,-4.826931979E+00, 1.213979646E+00, 8.808922599E-03, 1.376491090E+02, 1.013262140E+05, 1.388630887E+02, 1.499110534E+01, 1.499110534E+01,-1.944977582E-04
       140, 9.998660079E-02,-4.826931072E+00, 1.208831464E+00, 8.771566181E-03, 1.376542562E+02, 1.013262088E+05, 1.388630877E+02, 1.499138562E+01, 1.499138562E+01,-2.909481816E-04
       141,-1.900117573E+00,-4.826930122E+00, 1.178839759E+00, 8.553939294E-03, 1.376842491E+02, 1.013261788E+05, 1.388630889E+02, 1.499301873E+01, 1.499301872E+01, 4.756126793E-04
       142,-1.700095807E+00,-4.826929758E+00, 1.188532933E+00, 8.624275248E-03, 1.376745557E+02, 1.013261885E+05, 1.388630886E+02, 1.499249094E+01, 1.499249094E+01, 4.310586272E-04
       143,-1.500073345E+00,-4.826928967E+00, 1.197170559E+00, 8.686951899E-03, 1.376659175E+02, 1.013261972E+05, 1.388630881E+02, 1.499202060E+01, 1.499202059E+01, 3.768111347E-04
       144, 2.499999587E+00,-4.826928302E+00, 9.907406231E-01, 7.189047605E-03, 1.378723419E+02, 1.013259907E+05, 1.388630825E+02, 1.500325633E+01, 1.500325626E+01,-1.343861475E-03
       145, 2.700003695E+00,-4.826928148E+00, 9.615682290E-01, 6.977365834E-03, 1.379015138E+02, 1.013259616E+05, 1.388630821E+02, 1.500484349E+01, 1.500484341E+01,-1.397142675E-03
       146, 2.999930556E-01,-4.826926774E+00, 1.201626945E+00, 8.719288493E-03, 1.376614606E+02, 1.013262016E+05, 1.388630876E+02, 1.499177792E+01, 1.499177791E+01,-3.886094906E-04
       147, 2.900008977E+00,-4.826926599E+00, 9.313545977E-01, 6.758128600E-03, 1.379317271E+02, 1.013259314E+05, 1.388630817E+02, 1.500648713E+01, 1.500648705E+01,-1.441296150E-03
       148, 5.700021145E+00,-4.826926178E+00, 5.007062311E-01, 3.633242494E-03, 1.383623753E+02, 1.013255007E+05, 1.388630815E+02, 1.502989538E+01, 1.502989532E+01,-1.247758168E-03
       149, 5.900020523E+00,-4.826920926E+00, 4.746373748E-01, 3.444080724E-03, 1.383884441E+02, 1.013254746E+05, 1.388630815E+02, 1.503131120E+01, 1.503131115E+01,-1.201986861E-03
       150, 6.100019434E+00,-4.826917310E+00, 4.495525922E-01, 3.262059626E-03, 1.384135288E+02, 1.013254496E+05, 1.388630814E+02, 1.503267346E+01, 1.503267340E+01,-1.155433465E-03
       151, 6.300017453E+00,-4.826906909E+00, 4.254632982E-01, 3.087262028E-03, 1.384376180E+02, 1.013254255E+05, 1.388630813E+02, 1.503398153E+01, 1.503398148E+01,-1.108600217E-03
       152, 6.500015283E+00,-4.826893266E+00, 4.023719631E-01, 2.919705855E-03, 1.384607093E+02, 1.013254024E+05, 1.388630812E+02, 1.503523530E+01, 1.503523526E+01,-1.061845743E-03
       153,-2.899884947E+00,-4.826885609E+00, 1.122366913E+00, 8.144159006E-03, 1.377407220E+02, 1.013261224E+05, 1.388630890E+02, 1.499609321E+01, 1.499609319E+01, 5.386815474E-04
       154, 6.700013368E+00,-4.826883159E+00, 3.802735652E-01, 2.759354668E-03, 1.384828075E+02, 1.013253803E+05, 1.388630811E+02, 1.503643506E+01, 1.503643502E+01,-1.015454798E-03
       155, 6.900011748E+00,-4.826872517E+00, 3.591567114E-01, 2.606125797E-03, 1.385039243E+02, 1.013253592E+05, 1.388630810E+02, 1.503758145E+01, 1.503758141E+01,-9.697283332E-04
       156, 7.100010521E+00,-4.826862837E+00, 3.390046646E-01, 2.459897793E-03, 1.385240762E+02, 1.013253390E+05, 1.388630808E+02, 1.503867537E+01, 1.503867533E+01,-9.248866305E-04
       157, 7.300010145E+00,-4.826851073E+00, 3.197962667E-01, 2.320517128E-03, 1.385432844E+02, 1.013253198E+05, 1.388630807E+02, 1.503971799E+01, 1.503971796E+01,-8.811321797E-04
       158, 7.500010185E+00,-4.826842075E+00, 3.015069004E-01, 2.187805173E-03, 1.385615736E+02, 1.013253015E+05, 1.388630805E+02, 1.504071066E+01, 1.504071063E+01,-8.385890346E-04
       159, 7.700011002E+00,-4.826832055E+00, 2.841090755E-01, 2.061562453E-03, 1.385789713E+02, 1.013252841E+05, 1.388630804E+02, 1.504165488E+01, 1.504165486E+01,-7.973927346E-04
       160, 7.900011621E+00,-4.826826150E+00, 2.675732869E-01, 1.941574871E-03, 1.385955070E+02, 1.013252676E+05, 1.388630802E+02, 1.504255226E+01, 1.504255224E+01,-7.576079500E-04
       161, 8.100012546E+00,-4.826820643E+00, 2.518682747E-01, 1.827615599E-03, 1.386112119E+02, 1.013252519E+05, 1.388630801E+02, 1.504340451E+01, 1.504340449E+01,-7.193169262E-04
       162, 8.300013209E+00,-4.826817326E+00, 2.369617256E-01, 1.719450163E-03, 1.386261183E+02, 1.013252370E+05, 1.388630800E+02, 1.504421338E+01, 1.504421336E+01,-6.825552369E-04
       163, 8.500013752E+00,-4.826815011E+00, 2.228206162E-01, 1.616838939E-03, 1.386402593E+02, 1.013252228E+05, 1.388630799E+02, 1.504498068E+01, 1.504498066E+01,-6.473529387E-04
       164, 8.700014300E+00,-4.826813048E+00, 2.094115214E-01, 1.519539384E-03, 1.386536683E+02, 1.013252094E+05, 1.388630798E+02, 1.504570822E+01, 1.504570821E+01,-6.137230454E-04
       165, 8.900014695E+00,-4.826811766E+00, 1.967009986E-01, 1.427308834E-03, 1.386663788E+02, 1.013251967E+05, 1.388630798E+02, 1.504639783E+01, 1.504639782E+01,-5.816613698E-04
       166, 9.100014975E+00,-4.826810978E+00, 1.846557675E-01, 1.339905796E-03, 1.386784239E+02, 1.013251847E+05, 1.388630797E+02, 1.504705131E+01, 1.504705130E+01,-5.511556552E-04
       167, 9.300015256E+00,-4.826810208E+00, 1.732429088E-01, 1.257091402E-03, 1.386898367E+02, 1.013251732E+05, 1.388630796E+02, 1.504767046E+01, 1.504767045E+01,-5.221860294E-04
       168, 9.500015590E+00,-4.826809359E+00, 1.624300487E-01, 1.178630739E-03, 1.387006495E+02, 1.013251624E+05, 1.388630795E+02, 1.504825704E+01, 1.504825703E+01,-4.947243055E-04
       169, 9.700016107E+00,-4.826808062E+00, 1.521854717E-01, 1.104293672E-03, 1.387108940E+02, 1.013251522E+05, 1.388630795E+02, 1.504881277E+01, 1.504881276E+01,-4.687378424E-04
       170, 9.900016753E+00,-4.826806338E+00, 1.424782295E-01, 1.033855634E-03, 1.387206012E+02, 1.013251425E+05, 1.388630794E+02, 1.504933933E+01, 1.504933932E+01,-4.441888245E-04
       171, 1.010001782E+01,-4.826803528E+00, 1.332781905E-01, 9.670979809E-04, 1.387298011E+02, 1.013251333E+05, 1.388630793E+02, 1.504983835E+01, 1.504983835E+01,-4.210377627E-04
       172, 1.030001939E+01,-4.826799315E+00, 1.245561319E-01, 9.038086668E-04, 1.387385231E+02, 1.013251246E+05, 1.388630792E+02, 1.505031144E+01, 1.505031143E+01,-3.992427052E-04
       173, 1.050002170E+01,-4.826793096E+00, 1.162837181E-01, 8.437820815E-04, 1.387467954E+02, 1.013251163E+05, 1.388630791E+02, 1.505076012E+01, 1.505076012E+01,-3.787608246E-04
       174, 1.070002397E+01,-4.826786338E+00, 1.084336277E-01, 7.868199745E-04, 1.387546454E+02, 1.013251084E+05, 1.388630790E+02, 1.505118589E+01, 1.505118588E+01,-3.595437613E-04
       175, 1.090002773E+01,-4.826775741E+00, 1.009793579E-01, 7.327300349E-04, 1.387620996E+02, 1.013251010E+05, 1.388630789E+02, 1.505159017E+01, 1.505159016E+01,-3.415539414E-04
       176, 1.110003267E+01,-4.826761513E+00, 9.389542691E-02, 6.813273608E-04, 1.387691833E+02, 1.013250939E+05, 1.388630788E+02, 1.505197435E+01, 1.505197435E+01,-3.247461080E-04
       177, 1.130003724E+01,-4.826746388E+00, 8.715734509E-02, 6.324342501E-04, 1.387759212E+02, 1.013250872E+05, 1.388630786E+02, 1.505233977E+01, 1.505233977E+01,-3.090716337E-04
       178, 1.150004190E+01,-4.826726084E+00, 8.074139587E-02, 5.858786095E-04, 1.387823370E+02, 1.013250807E+05, 1.388630784E+02, 1.505268771E+01, 1.505268771E+01,-2.944964886E-04
       179, 1.170004200E+01,-4.826703789E+00, 7.462492703E-02, 5.414960691E-04, 1.387884532E+02, 1.013250746E+05, 1.388630782E+02, 1.505301940E+01, 1.505301940E+01,-2.809736641E-04
       180, 1.190003259E+01,-4.826681727E+00, 6.878612453E-02, 4.991283413E-04, 1.387942918E+02, 1.013250688E+05, 1.388630779E+02, 1.505333602E+01, 1.505333602E+01,-2.684603525E-04
       181,-3.099681535E+00,-4.826670931E+00, 1.111079301E+00, 8.062253430E-03, 1.377520085E+02, 1.013261111E+05, 1.388630878E+02, 1.499670758E+01, 1.499670757E+01, 5.202764141E-04
       182, 1.210000365E+01,-4.826646946E+00, 6.320410192E-02, 4.586238688E-04, 1.387998736E+02, 1.013250632E+05, 1.388630777E+02, 1.505363871E+01, 1.505363871E+01,-2.569375173E-04
       183, 1.229995226E+01,-4.826603487E+00, 5.785854748E-02, 4.198352652E-04, 1.388052188E+02, 1.013250579E+05, 1.388630774E+02, 1.505392857E+01, 1.505392857E+01,-2.463613244E-04
       184, 1.249985016E+01,-4.826503979E+00, 5.273049511E-02, 3.826249078E-04, 1.388103462E+02, 1.013250527E+05, 1.388630767E+02, 1.505420661E+01, 1.505420661E+01,-2.367578028E-04
       185, 1.269969200E+01,-4.826299647E+00, 4.780120809E-02, 3.468568388E-04, 1.388152741E+02, 1.013250478E+05, 1.388630753E+02, 1.505447382E+01, 1.505447382E+01,-2.281427585E-04
       186,-3.299525347E+00,-4.826202859E+00, 1.100298174E+00, 7.984023028E-03, 1.377627867E+02, 1.013261003E+05, 1.388630849E+02, 1.499729427E+01, 1.499729426E+01, 4.929929529E-04
       187, 1.289954344E+01,-4.825963702E+00, 4.305102455E-02, 3.123883867E-04, 1.388200217E+02, 1.013250431E+05, 1.388630727E+02, 1.505473126E+01, 1.505473126E+01,-2.204995010E-04
       188, 1.309944735E+01,-4.825374009E+00, 3.846207444E-02, 2.790898826E-04, 1.388246060E+02, 1.013250385E+05, 1.388630681E+02, 1.505497984E+01, 1.505497984E+01,-2.139257547E-04
       189,-3.499626510E+00,-4.825358496E+00, 1.090203554E+00, 7.910774086E-03, 1.377728745E+02, 1.013260902E+05, 1.388630781E+02, 1.499784336E+01, 1.499784335E+01, 4.576977596E-04
       190,-4.511336103E+00,-4.825299725E+00, 1.055434586E+00, 7.658482255E-03, 1.378076396E+02, 1.013260554E+05, 1.388630742E+02, 1.499973549E+01, 1.499973549E+01, 1.678508937E-04
       191, 1.410153305E+01,-4.824898574E+00, 1.728737347E-02, 1.254412587E-04, 1.388457754E+02, 1.013250173E+05, 1.388630628E+02, 1.505612766E+01, 1.505612766E+01,-1.900148426E-04
       192, 1.329960345E+01,-4.824599895E+00, 3.401331194E-02, 2.468086127E-04, 1.388290480E+02, 1.013250340E+05, 1.388630613E+02, 1.505522070E+01, 1.505522069E+01,-2.083196694E-04
       193, 1.430180109E+01,-4.824161676E+00, 1.332777115E-02, 9.670945053E-05, 1.388497480E+02, 1.013250133E+05, 1.388630758E+02, 1.505634305E+01, 1.505634305E+01,-1.866647824E-04
       194,-3.700367871E+00,-4.824086729E+00, 1.080957493E+00, 7.843682488E-03, 1.377821081E+02, 1.013260810E+05, 1.388630655E+02, 1.499834592E+01, 1.499834592E+01, 4.153065679E-04
       195, 1.390163615E+01,-4.824064699E+00, 2.132445626E-02, 1.547352836E-04, 1.388417259E+02, 1.013250213E+05, 1.388630504E+02, 1.505590811E+01, 1.505590810E+01,-1.947177367E-04
       196,-4.307371864E+00,-4.824027765E+00, 1.059742032E+00, 7.689738100E-03, 1.378033233E+02, 1.013260597E+05, 1.388630653E+02, 1.499950058E+01, 1.499950058E+01, 2.379471663E-04
       197, 1.350013373E+01,-4.823789978E+00, 2.968452842E-02, 2.153979387E-04, 1.388333688E+02, 1.013250297E+05, 1.388630534E+02, 1.505545498E+01, 1.505545498E+01,-2.036170535E-04
       198, 1.370099844E+01,-4.823496545E+00, 2.545821904E-02, 1.847308411E-04, 1.388375892E+02, 1.013250255E+05, 1.388630474E+02, 1.505568381E+01, 1.505568381E+01,-1.992976540E-04
       199,-3.902154708E+00,-4.822857097E+00, 1.072691935E+00, 7.783705652E-03, 1.377903555E+02, 1.013260727E+05, 1.388630474E+02, 1.499879481E+01, 1.499879480E+01, 3.654304595E-04
       200,-4.104774151E+00,-4.822671382E+00, 1.065560403E+00, 7.731957574E-03, 1.377974789E+02, 1.013260656E+05, 1.388630393E+02, 1.499918250E+01, 1.499918250E+01, 3.068685460E-04
       201, 1.450648163E+01,-4.822138321E+00, 9.362844893E-03, 6.793901056E-05, 1.388536840E+02, 1.013250094E+05, 1.388630469E+02, 1.505655646E+01, 1.505655645E+01,-1.885615882E-04
       202,-5.000000000E+00,-4.800000000E+00, 1.050486826E+00, 7.622580141E-03, 1.378124008E+02, 1.013260505E+05, 1.388628877E+02, 1.500000000E+01, 1.500000000E+01, 0.000000000E+00
       203, 1.500000000E+01,-4.800000000E+00, 0.000000000E+00, 8.262426372E-06, 1.388628797E+02, 1.013250000E+05, 1.388640183E+02, 1.505705501E+01, 1.505705501E+01,-2.106145183E-04
       204,-4.839965515E+00,-4.709803220E+00, 1.050389740E+00, 7.621875666E-03, 1.378118282E+02, 1.013260504E+05, 1.388622179E+02, 1.499996344E+01, 1.499996344E+01, 1.056842939E-04
       205, 1.483829561E+01,-4.705968594E+00, 2.958264582E-03, 2.146586545E-05, 1.388593082E+02, 1.013250030E+05, 1.388622665E+02, 1.505686138E+01, 1.505686138E+01,-3.082496888E-04
       206, 4.400051450E+00,-4.653963748E+00, 6.908830860E-01, 5.013210601E-03, 1.381706225E+02, 1.013256909E+05, 1.388615056E+02, 1.501947700E+01, 1.501947669E+01,-2.974940147E-03
       207, 4.600047749E+00,-4.653952697E+00, 6.593945065E-01, 4.784722043E-03, 1.382021106E+02, 1.013256594E+05, 1.388615051E+02, 1.502118832E+01, 1.502118802E+01,-2.923032008E-03
       208, 1.599998835E+00,-4.653950598E+00, 1.106497039E+00, 8.029003457E-03, 1.377550173E+02, 1.013261065E+05, 1.388615144E+02, 1.499687136E+01, 1.499687121E+01,-2.021397877E-03
       209, 4.800046302E+00,-4.653950380E+00, 6.285280653E-01, 4.560747866E-03, 1.382329767E+02, 1.013256285E+05, 1.388615048E+02, 1.502286564E+01, 1.502286535E+01,-2.860839244E-03
       210, 4.200053352E+00,-4.653948523E+00, 7.228769667E-01, 5.245365745E-03, 1.381386288E+02, 1.013257229E+05, 1.388615058E+02, 1.501773800E+01, 1.501773768E+01,-3.015233638E-03
       211, 5.000046500E+00,-4.653948343E+00, 5.983835864E-01, 4.342012418E-03, 1.382631208E+02, 1.013255984E+05, 1.388615044E+02, 1.502450355E+01, 1.502450328E+01,-2.790036108E-03
       212, 1.200006345E+00,-4.653947394E+00, 1.145709217E+00, 8.313536270E-03, 1.377158066E+02, 1.013261457E+05, 1.388615159E+02, 1.499473685E+01, 1.499473675E+01,-1.654371325E-03
       213, 1.400004267E+00,-4.653943783E+00, 1.127089331E+00, 8.178425988E-03, 1.377344258E+02, 1.013261271E+05, 1.388615151E+02, 1.499575045E+01, 1.499575033E+01,-1.841233711E-03
       214, 4.000055756E+00,-4.653942113E+00, 7.552406207E-01, 5.480204051E-03, 1.381062654E+02, 1.013257552E+05, 1.388615060E+02, 1.501597870E+01, 1.501597838E+01,-3.041992972E-03
       215, 1.799993834E+00,-4.653938742E+00, 1.084011893E+00, 7.865845934E-03, 1.377775015E+02, 1.013260840E+05, 1.388615134E+02, 1.499809519E+01, 1.499809502E+01,-2.192940901E-03
       216,-2.600159919E+00,-4.653932215E+00, 1.139831183E+00, 8.270883868E-03, 1.377216875E+02, 1.013261398E+05, 1.388615187E+02, 1.499505700E+01, 1.499505696E+01, 1.103739694E-03
       217, 3.800056193E+00,-4.653932204E+00, 7.878218917E-01, 5.716621437E-03, 1.380736843E+02, 1.013257878E+05, 1.388615062E+02, 1.501420737E+01, 1.501420704E+01,-3.053781186E-03
       218, 1.000006264E+00,-4.653928489E+00, 1.162299741E+00, 8.433921023E-03, 1.376992165E+02, 1.013261623E+05, 1.388615163E+02, 1.499383364E+01, 1.499383356E+01,-1.462872178E-03
       219, 5.200045998E+00,-4.653926547E+00, 5.690440440E-01, 4.129117780E-03, 1.382924597E+02, 1.013255690E+05, 1.388615037E+02, 1.502609754E+01, 1.502609728E+01,-2.712320082E-03
       220,-2.400263429E+00,-4.653922201E+00, 1.151717533E+00, 8.357134026E-03, 1.377098014E+02, 1.013261517E+05, 1.388615189E+02, 1.499440992E+01, 1.499440987E+01, 1.089791161E-03
       221,-6.000746366E-01,-4.653920487E+00, 1.220203141E+00, 8.854081749E-03, 1.376413145E+02, 1.013262202E+05, 1.388615176E+02, 1.499068089E+01, 1.499068089E+01, 7.505848537E-05
       222, 1.999990503E+00,-4.653920349E+00, 1.059737192E+00, 7.689702981E-03, 1.378017751E+02, 1.013260597E+05, 1.388615123E+02, 1.499941631E+01, 1.499941611E+01,-2.353622027E-03
       223, 5.400047260E+00,-4.653919058E+00, 5.405759096E-01, 3.922546283E-03, 1.383209273E+02, 1.013255406E+05, 1.388615032E+02, 1.502764403E+01, 1.502764379E+01,-2.628865263E-03
       224, 2.199989717E+00,-4.653916435E+00, 1.033800297E+00, 7.501498757E-03, 1.378277110E+02, 1.013260338E+05, 1.388615113E+02, 1.500082778E+01, 1.500082756E+01,-2.501156942E-03
       225,-8.000799996E-01,-4.653913022E+00, 1.218346607E+00, 8.840610301E-03, 1.376431765E+02, 1.013262183E+05, 1.388615231E+02, 1.499078228E+01, 1.499078228E+01, 2.490819725E-04
       226, 3.600052675E+00,-4.653911975E+00, 8.204519343E-01, 5.953392721E-03, 1.380410544E+02, 1.013258205E+05, 1.388615064E+02, 1.501243317E+01, 1.501243284E+01,-3.049251983E-03
       227, 3.400047702E+00,-4.653911378E+00, 8.529466815E-01, 6.189182269E-03, 1.380085602E+02, 1.013258529E+05, 1.388615068E+02, 1.501066613E+01, 1.501066581E+01,-3.026949632E-03
       228,-4.000639808E-01,-4.653910049E+00, 1.220139443E+00, 8.853619539E-03, 1.376413796E+02, 1.013262201E+05, 1.388615190E+02, 1.499068443E+01, 1.499068443E+01,-1.068722072E-04
       229,-1.200116140E+00,-4.653907845E+00, 1.209394753E+00, 8.775653536E-03, 1.376521262E+02, 1.013262094E+05, 1.388615209E+02, 1.499126963E+01, 1.499126962E+01, 5.630747949E-04
       230, 8.000028361E-01,-4.653906453E+00, 1.176822347E+00, 8.539300474E-03, 1.376846942E+02, 1.013261768E+05, 1.388615166E+02, 1.499304297E+01, 1.499304291E+01,-1.268280406E-03
       231,-1.000091298E+00,-4.653905651E+00, 1.214707870E+00, 8.814206769E-03, 1.376468160E+02, 1.013262147E+05, 1.388615239E+02, 1.499098047E+01, 1.499098047E+01, 4.125393110E-04
       232,-1.400146983E+00,-4.653901864E+00, 1.202529797E+00, 8.725839798E-03, 1.376589896E+02, 1.013262025E+05, 1.388615194E+02, 1.499164336E+01, 1.499164334E+01, 6.985141688E-04
       233, 2.399993653E+00,-4.653900741E+00, 1.006352561E+00, 7.302331511E-03, 1.378551577E+02, 1.013260064E+05, 1.388615103E+02, 1.500232131E+01, 1.500232107E+01,-2.633761928E-03
       234, 5.600046910E+00,-4.653899877E+00, 5.130310844E-01, 3.722674535E-03, 1.383484715E+02, 1.013255130E+05, 1.388615026E+02, 1.502914020E+01, 1.502913997E+01,-2.541210733E-03
       235,-2.799934383E+00,-4.653899577E+00, 1.127925005E+00, 8.184489830E-03, 1.377335930E+02, 1.013261279E+05, 1.388615180E+02, 1.499570512E+01, 1.499570508E+01, 1.096217786E-03
       236, 5.999938128E-01,-4.653899563E+00, 1.189254517E+00, 8.629511237E-03, 1.376722625E+02, 1.013261893E+05, 1.388615170E+02, 1.499236608E+01, 1.499236604E+01,-1.071929566E-03
       237,-4.477090016E-05,-4.653898817E+00, 1.213973591E+00, 8.808878662E-03, 1.376475452E+02, 1.013262140E+05, 1.388615188E+02, 1.499102018E+01, 1.499102017E+01,-4.843103496E-04
       238,-2.200290488E+00,-4.653898677E+00, 1.163344512E+00, 8.441502128E-03, 1.376981743E+02, 1.013261633E+05, 1.388615188E+02, 1.499377690E+01, 1.499377686E+01, 1.053876168E-03
       239,-2.000527631E-01,-4.653897634E+00, 1.218062328E+00, 8.838547503E-03, 1.376434560E+02, 1.013262181E+05, 1.388615183E+02, 1.499079750E+01, 1.499079750E+01,-2.935311847E-04
       240, 3.200037643E+00,-4.653896958E+00, 8.851112683E-01, 6.422576097E-03, 1.379763960E+02, 1.013258851E+05, 1.388615072E+02, 1.500891684E+01, 1.500891653E+01,-2.986265150E-03
       241, 3.999817540E-01,-4.653895291E+00, 1.199586909E+00, 8.704485508E-03, 1.376619304E+02, 1.013261996E+05, 1.388615173E+02, 1.499180350E+01, 1.499180347E+01,-8.750604239E-04
       242, 3.000025844E+00,-4.653894899E+00, 9.167411211E-01, 6.652089768E-03, 1.379447667E+02, 1.013259167E+05, 1.388615078E+02, 1.500719645E+01, 1.500719614E+01,-2.926429711E-03
       243,-2.000269992E+00,-4.653891046E+00, 1.174471936E+00, 8.522245339E-03, 1.376870470E+02, 1.013261745E+05, 1.388615189E+02, 1.499317107E+01, 1.499317103E+01, 9.959573032E-04
       244, 1.999710472E-01,-4.653885262E+00, 1.207821414E+00, 8.764237016E-03, 1.376536961E+02, 1.013262078E+05, 1.388615175E+02, 1.499135512E+01, 1.499135510E+01,-6.788156766E-04
       245,-1.800227899E+00,-4.653884487E+00, 1.184862076E+00, 8.597638644E-03, 1.376766568E+02, 1.013261849E+05, 1.388615189E+02, 1.499260535E+01, 1.499260532E+01, 9.166380813E-04
       246,-1.600180590E+00,-4.653884073E+00, 1.194286546E+00, 8.666024821E-03, 1.376672323E+02, 1.013261943E+05, 1.388615189E+02, 1.499209219E+01, 1.499209217E+01, 8.169803938E-04
       247, 2.600001516E+00,-4.653884144E+00, 9.775658233E-01, 7.093448151E-03, 1.378839434E+02, 1.013259776E+05, 1.388615092E+02, 1.500388756E+01, 1.500388729E+01,-2.749685882E-03
       248, 2.800012569E+00,-4.653883981E+00, 9.476285251E-01, 6.876216055E-03, 1.379138799E+02, 1.013259476E+05, 1.388615084E+02, 1.500551624E+01, 1.500551596E+01,-2.847507621E-03
       249, 5.800045126E+00,-4.653877711E+00, 4.864475402E-01, 3.529778069E-03, 1.383750544E+02, 1.013254864E+05, 1.388615019E+02, 1.503058401E+01, 1.503058380E+01,-2.450501511E-03
